Syllabi,Publisher,Year,Title,Author1firstname,Author1Lastname,Author1gender,Author1Probability,Author2FirstName,Author2LastName,Author2Gender,Author2Probability,Author3firstname,Author3Lastname,Author3gender,Author3Probability,Author4firstname,Author4Lastname,Author4gender,Author4Probability,Author5firstname,Author5Lastname,Author5gender,Author5Probability,Journal,Volume,Number,Pages
13200001,JHU Press,2005,Mammal Species of the World,Don,Wilson,male,0.99,DeeAnn,Reeder,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,2142
13200001,Princeton University Press,1996,The Sovereign State and Its Competitors,Hendrik,Spruyt,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,288
13200001,Princeton University Press,2012,Embedded Autonomy,Peter,Evans,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,344
13200001,Yale University Press,1999,Seeing like a state,James,Scott,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,463
13200001,Princeton University Press,2014,States and Power in Africa,Jeffrey,Herbst,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,312
13200001,Harvard University Press,1982,On the Autonomy of the Democratic State,Eric,Nordlinger,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,256
13200001,Stanford University Press,1991,"Culture, Power, and the State",Prasenjit,Duara,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,326
13200001,Univ of California Press,1989,Of Rule and Revenue,Margaret,Levi,female,0.98,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,264
13200001,Harvard University Press,1998,Stealing the State,Steven,Solnick,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,337
13200001,Cambridge University Press,1999,Subversive Institutions,Valerie,Bunce,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,206
13200001,Cornell University Press,1999,State/culture,George,Steinmetz,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,433
13200001,Vandenhoeck & Ruprecht,2008,Communist and Post-Communist Parties in Europe,Uwe,Backes,male,1,Patrick,Moreau,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,660
13200001,NULL,1993,Post-Communist Studies and Political Science,Frederic,Fleron,male,1,Erik,Hoffmann,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,387
13200001,Harvard Univ Council on East Asian,2007,Disciplining the State,Patricia,Thornton,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,247
13200001,Columbia University Press,2007,Tibetan Buddhists in the Making of Modern China,Gray,Tuttle,male,0.88,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,337
13200001,BRILL,2001,Civil society in the Middle East. 2 (2001),Augustus,Norton,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,353
13200001,Cornell University Press,2014,Activists beyond Borders,Margaret,Keck,female,0.98,Kathryn,Sikkink,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,240
13200001,NULL,1999,East European Politics and Societies,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,Kathryn,Sikkink,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,Melbourne : Pitman,1992,Comparative Political Studies,Malcolm,Alexander,male,1,Brian,Galligan,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,235
13200001,NULL,1863,DEMOCRACY IN AMERICA,ALEXIS,TOCQUEVILLE,male,0.52,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,John Wiley & Sons,2015,The Structural Transformation of the Public Sphere,J?rgen,Habermas,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,328
13200001,Princeton University Press,1994,Making Democracy Work,Robert,Putnam,male,1,Robert,Leonardi,male,1,Raffaella,Nanetti,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,280
13200001,Princeton University Press,1994,Making Democracy Work,Robert,Putnam,male,1,Robert,Leonardi,male,1,Raffaella,Nanetti,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,280
13200001,Yale University Press,2008,Weapons of the Weak,James,Scott,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,389
13200001,MIT Press,1992,Habermas and the Public Sphere,Craig,Calhoun,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,498
13200001,MIT Press,1994,Civil Society and Political Theory,Jean,Cohen,female,0.53,Andrew,Arato,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,771
13200001,University of Toronto Press,2012,"Gender, Politics, and Society in Ukraine",Olena,Hankivsky,female,1,Anastasiya,Salnykova,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,444
13200001,Princeton University Press,2002,Alternative Conceptions of Civil Society,Simone,Chambers,female,0.55,Will,Kymlicka,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,237
13200001,Yale University Press,2008,Ethnic Conflict and Civic Life,Ashutosh,Varshney,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,400
13200001,Cambridge University Press,2009,Comparative Politics,Mark,Lichbach,male,1,Alan,Zuckerman,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,Univ of California Press,1978,Economy and Society,Max,Weber,male,0.98,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,1470
13200001,NULL,1986,Karl Marx,Karl,Marx,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,514
13200001,Basic Books,1973,The Interpretation of Cultures,Clifford,Geertz,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,470
13200001,SAGE,1989,The Civic Culture,Gabriel,Almond,male,0.99,Sidney,Verba,male,0.76,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,379
13200001,Penguin,2011,American Nations,Colin,Woodard,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,384
13200001,Columbia University Press,1999,Gender and the Politics of History,Joan,Scott,female,0.82,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,267
13200001,Psychology Press,2001,Intergroup Relations,Michael,Hogg,male,1,Dominic,Abrams,male,0.97,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,439
13200001,Princeton University Press,2015,Division and Cohesion in Democracy,Harry,Eckstein,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,318
13200001,Univ of Wisconsin Press,1979,The Politics of Cultural Pluralism,Crawford,Young,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,574
13200001,Harper Collins,1975,Working,Studs,Terkel,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,762
13200001,Princeton University Press,1986,Working-class Formation,Ira,Katznelson,female,0.76,Aristide,Zolberg,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,470
13200001,Princeton University Press,1986,Working-class Formation,Ira,Katznelson,female,0.76,Aristide,Zolberg,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,470
13200001,Cornell University Press,2000,Democracy in Translation,Frederic,Schaffer,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,192
13200001,Wiley-Blackwell,1995,Critical Social Theory,Craig,Calhoun,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,356
13200001,Westview Pr,1995,Ain't no making it,Jay,MacLeod,male,0.9,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,318
13200001,Westview Press,2008,Ain't No Makin' It,Jay,MacLeod,male,0.9,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,552
13200001,Princeton University Press,1998,Color Conscious,Kwame,Appiah,male,0.97,Amy,Gutmann,female,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,200
13200001,Psychology Press,1989,Critical Theory and Society,Stephen,Bronner,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,316
13200001,Princeton University Press,2009,Provincializing Europe,Dipesh,Chakrabarty,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,336
13200001,Cambridge University Press,2002,Thinking about Political Psychology,James,Kuklinski,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,Indiana University Press,2001,Political Legitimacy in Middle Africa,Michael,Schatzberg,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,312
13200001,University of Chicago Press,2016,Moral Politics,George,Lakoff,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,512
13200001,Lexington Books,2006,Perspectives on Politics in Shakespeare,John,Murley,male,0.99,Sean,Sutton,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,265
13200001,University of Chicago Press,2009,Peripheral Visions,Lisa,Wedeen,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,320
13200001,Cambridge University Press,2009,Measuring Identity,Rawi,Abdelal,male,1,Yoshiko,Herrera,female,0.94,Alastair,Johnston,male,1,Rose,McDermott,female,0.99,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,Cambridge University Press,1996,Nationalism Reframed,Rogers,Brubaker,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,202
13200001,Cornell University Press,1998,Identity in Formation,David,Laitin,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,417
13200001,Cornell University Press,1998,Identity in Formation,David,Laitin,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,417
13200001,Cambridge University Press,2013,International Organizations,Ian,Hurd,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,306
13200001,Cambridge University Press,2002,Nationalist Mobilization and the Collapse of the Soviet State,Mark,Beissinger,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,503
13200001,Cambridge University Press,2005,Institutions and Ethnic Politics in Africa,Daniel,Posner,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,337
13200001,Cambridge University Press,2008,The Foundations of Ethnic Politics,Henry,Hale,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,298
13200001,Oxford University Press,2012,Constructivist Theories of Ethnic Politics,Kanchan,Chandra,female,0.91,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,500
13200001,Waveland Press,1998,Ethnic Groups and Boundaries,Fredrik,Barth,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,153
13200001,Basic Books,1973,The Interpretation of Cultures,Clifford,Geertz,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,470
13200001,Yale University Press,1977,Democracy in Plural Societies,Arend,Lijphart,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,248
13200001,Routledge,2013,Ethnic and Racial Studies Today,Martin,Bulmer,male,1,John,Solomos,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,212
13200001,Verso,2006,Imagined Communities,Benedict,Anderson,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,240
13200001,Univ of California Press,2001,"Ethnic Groups in Conflict, Updated Edition With a New Preface",Donald,Horowitz,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,715
13200001,University of Chicago Press,1986,Hegemony and Culture,David,Laitin,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,252
13200001,Wiley-Blackwell,1991,The Ethnic Origins of Nations,Anthony,Smith,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,332
13200001,Harvard University Press,2009,Citizenship and Nationhood in France and Germany,Rogers,BRUBAKER,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,284
13200001,Cambridge University Press,2012,Nations and Nationalism since 1780,E.,Hobsbawm,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,Cambridge University Press,2012,The Invention of Tradition,Eric,Hobsbawm,male,1,Terence,Ranger,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,Cornell University Press,2008,Nations and Nationalism,Ernest,Gellner,male,0.99,John,Breuilly,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,152
13200001,Yale University Press,2008,Ethnic Conflict and Civic Life,Ashutosh,Varshney,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,400
13200001,Cambridge University Press,2002,Nationalist Exclusion and Ethnic Conflict,Andreas,Wimmer,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,319
13200001,Columbia University Press,2012,For Kin or Country,Stephen,Saideman,male,1,R.,Ayres,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,320
13200001,Cornell University Press,2010,Evolving Nationalism,Nadav,Shelef,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,283
13200001,Cambridge University Press,2012,The Politics of Authoritarian Rule,Milan,Svolik,male,0.98,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,NULL,1861,Considerations on Representative Government,John,Mill,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,University of Michigan Press,1995,"Information, Participation, and Choice",Bernard,Grofman,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,285
13200001,Beacon Press,2015,Social Origins of Dictatorship and Democracy,Barrington,Moore,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,Univ of California Press,1967,The Concept of Representation,Hanna,Pitkin,female,0.97,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,323
13200001,Yale University Press,1973,Polyarchy,Robert,Dahl,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,257
13200001,Oxford University Press,1994,Electoral Systems and Party Systems,Arend,Lijphart,male,1,Don,Aitkin,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,209
13200001,Oxford University Press,1994,Electoral Systems and Party Systems,Arend,Lijphart,male,1,Don,Aitkin,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,209
13200001,Cambridge University Press,1991,Democracy and the Market,Adam,Przeworski,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,210
13200001,Cambridge University Press,1995,Sustainable Democracy,Adam,Przeworski,male,1,Group,Transformations,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,141
13200001,Cambridge University Press,1999,"Democracy, Accountability, and Representation",Adam,Przeworski,male,1,Susan,Stokes,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,351
13200001,University of Chicago Press,2015,Ambiguities of Domination,Lisa,Wedeen,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,272
13200001,Yale University Press,2000,Elections as Instruments of Democracy,G.,Powell,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,298
13200001,Oxford University Press,2008,The Oxford Handbook of Political Economy,Barry,Weingast,male,0.98,Donald,Wittman,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,1112
13200001,Cambridge University Press,2007,Authoritarianism in an Age of Democratization,Jason,Brownlee,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,Cambridge University Press,2007,"Patrons, Clients and Policies",Herbert,Kitschelt,male,1,Steven,Wilkinson,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,377
13200001,Cambridge University Press,2008,Political Institutions under Dictatorship,Jennifer,Gandhi,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,Beacon Press,2015,Social Origins of Dictatorship and Democracy,Barrington,Moore,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,JHU Press,2013,Transitions from Authoritarian Rule,Guillermo,Oï¿_ÛªDonnell,male,1,Philippe,Schmitter,male,0.99,Cynthia,Arnson,female,1,Abraham,Lowenthal,male,1,NULL,NULL,,0,NULL,NULL,NULL,96
13200001,Cambridge University Press,2000,Democracy and Development,Adam,Przeworski,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,321
13200001,Cambridge University Press,2000,Democracy and Development,Adam,Przeworski,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,321
13200001,Cambridge University Press,2006,Economic Origins of Dictatorship and Democracy,Daron,Acemoglu,male,1,James,Robinson,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,416
13200001,NULL,1999,East European Politics and Societies,NULLNULLNULLNULLNULL,NULLNULLNULLNULLNULL,,0,James,Robinson,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,NULL
13200001,SAGE,1989,The Civic Culture,Gabriel,Almond,male,0.99,Sidney,Verba,male,0.76,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,379
13200001,"Berkeley : Institute of International Studies, University of California",1973,Modernization and Bureaucratic-authoritarianism,Guillermo,O'Donnell,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,219
13200001,Greenwood Publishing Group,1997,Ferdinand Marcos and the Philippines,Albert,Celoza,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,144
13200001,Johns Hopkins University Press,1978,The Breakdown of Democratic Regimes,Juan,Linz,male,0.99,Alfred,Stepan,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,144
13200001,NULL,1992,Capitalist Development and Democracy,Dietrich,Rueschemeyer,male,1,Evelyne,Stephens,female,1,John,Stephens,male,0.99,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,387
13200001,Oxford University Press,1991,"Liberalism, Fascism, or Social Democracy",Gregory,Luebbert,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,432
13200001,Princeton University Press,1994,Making Democracy Work,Robert,Putnam,male,1,Robert,Leonardi,male,1,Raffaella,Nanetti,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,280
13200001,JHU Press,1996,Problems of Democratic Transition and Consolidation,Juan,Linz,male,0.99,Alfred,Stepan,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,479
13200001,Cambridge University Press,2003,The Weakness of Civil Society in Post-Communist Europe,Marc,Howard,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,206
13200001,Cambridge University Press,1999,Paths Toward Democracy,Ruth,Collier,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,230
13200001,Cambridge University Press,2003,Democracy and Redistribution,Carles,Boix,male,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,264
13200001,Oxford University Press,2007,Engendering Transitions,Georgina,Waylen,female,1,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,,0,NULL,NULL,NULL,241
